VisitNumber,refund,purchase,TripType,Weekday
108170,0,12,7,1
108171,0,2,8,1
108175,1,1,999,1
108176,0,5,5,1
108177,0,1,8,1
108178,0,3,5,1
108180,0,1,8,1
108181,0,11,34,1
108182,0,6,39,1
108186,0,4,7,1
108187,1,22,40,1
108188,0,18,24,1
108193,0,8,39,1
108195,0,28,40,1
108199,0,5,6,1
108202,1,0,999,1
108204,0,85,40,1
108205,0,5,35,1
108209,0,3,36,1
108210,0,4,999,1
108212,1,0,999,1
108214,0,1,9,1
108217,0,3,22,1
108219,2,0,999,1
108220,0,29,44,1
108222,0,8,32,1
108223,0,1,5,1
108224,1,28,40,1
108226,0,3,5,1
108229,2,0,999,1
108230,0,8,36,1
108235,0,37,40,1
108237,1,0,999,1
108239,4,0,999,1
108242,4,0,999,1
108248,0,5,26,1
108249,1,18,44,1
108252,0,12,42,1
108256,0,2,3,1
108257,0,6,7,1
108258,0,3,8,1
108262,0,1,9,1
108263,0,14,38,1
108264,1,3,25,1
108266,0,2,8,1
108267,1,1,999,1
108269,0,2,8,1
108272,0,4,5,1
108275,1,3,6,1
108276,0,2,9,1
108279,0,4,39,1
108282,0,2,24,1
108283,0,32,37,1
108284,0,21,40,1
108285,0,1,3,1
108286,0,5,29,1
108287,0,4,38,1
108288,0,1,8,1
108291,0,1,3,1
108292,1,0,999,1
108294,0,5,38,1
108295,0,1,5,1
108296,0,8,39,1
108297,1,2,8,1
108298,2,0,999,1
108299,0,9,39,1
108300,0,7,39,1
108301,0,12,33,1
108303,0,6,36,1
108307,0,1,7,1
108310,0,1,5,1
108311,0,6,38,1
108312,0,1,999,1
108313,1,0,999,1
108316,0,26,40,1
108318,0,1,8,1
108319,0,23,24,1
108322,0,4,7,1
108324,0,1,999,1
108329,0,5,25,1
108332,0,10,36,1
108335,0,1,7,1
108336,0,1,8,1
108338,0,3,8,1
108340,0,29,40,1
108341,0,1,28,1
108343,0,12,39,1
108344,0,10,36,1
108345,0,10,22,1
108346,0,1,9,1
108350,1,1,999,1
108351,0,2,6,1
108352,0,9,37,1
108356,0,2,9,1
108357,0,4,26,1
108358,0,6,5,1
108359,0,3,8,1
108360,0,40,40,1
108365,0,14,39,1
108366,0,4,36,1
108368,1,0,999,1
108369,0,6,7,1
108372,0,1,9,1
108374,0,4,26,1
108375,0,12,5,1
108376,2,0,999,1
108377,0,10,38,1
108378,0,1,9,1
108379,0,2,3,1
108380,0,4,32,1
108381,0,3,9,1
108383,0,43,40,1
108384,0,1,8,1
108385,2,0,999,1
108386,0,3,5,1
108388,0,10,36,1
108390,0,3,3,1
108392,2,9,5,1
108394,0,11,33,1
108395,0,21,40,1
108397,0,10,35,1
108398,0,4,7,1
108400,1,23,37,1
108401,0,6,26,1
108402,0,2,5,1
108403,0,1,7,1
108407,0,8,25,1
108408,0,3,8,1
108409,0,1,8,1
108411,0,8,38,1
108413,0,2,999,1
108414,0,3,3,1
108415,0,9,7,1
108416,0,2,9,1
108417,0,72,40,1
108418,0,2,7,1
108420,0,6,7,1
108423,0,1,5,1
108427,0,14,32,1
108428,0,6,25,1
108429,0,2,3,1
108430,0,14,39,1
108432,0,2,5,1
108433,0,2,5,1
108437,0,6,7,1
108442,0,3,8,1
108443,0,14,32,1
108444,0,11,39,1
108445,0,10,25,1
108446,0,7,12,1
108448,0,37,40,1
108449,0,10,39,1
108451,0,2,999,1
108452,0,9,39,1
108454,0,2,8,1
108457,1,0,999,1
108459,0,3,8,1
108463,0,14,39,1
108465,0,4,32,1
108468,0,4,25,1
108470,0,35,44,1
108471,0,11,36,1
108472,0,7,7,1
108473,0,2,8,1
108475,1,0,999,1
108477,0,1,5,1
108479,0,2,8,1
108481,0,2,19,1
108487,0,3,35,1
108488,0,14,36,1
108491,0,2,9,1
108493,0,13,39,1
108494,0,20,40,1
108497,0,2,7,1
108498,0,12,38,1
108500,1,0,999,1
108503,0,39,40,1
108504,0,2,9,1
108505,0,1,5,1
108506,0,4,5,1
108508,0,4,29,1
108510,0,2,3,1
108512,0,2,9,1
108513,0,2,8,1
108514,1,0,999,1
108518,0,16,39,1
108521,0,1,8,1
108523,0,2,5,1
108525,0,34,37,1
108526,0,3,8,1
108527,0,1,7,1
108529,0,4,3,1
108530,0,3,9,1
108532,3,1,999,1
108533,0,2,22,1
108535,0,9,21,1
108536,0,24,40,1
108537,0,6,27,1
108538,0,15,39,1
108539,0,1,8,1
108541,0,3,9,1
108543,0,11,39,1
108545,0,5,25,1
108546,1,22,37,1
108549,1,36,40,1
108550,0,4,39,1
108551,0,5,35,1
108552,1,5,7,1
108555,1,6,37,1
108556,0,17,37,1
108557,0,18,40,1
108561,0,2,8,1
108562,0,5,35,1
108563,0,1,5,1
108564,1,0,999,1
108565,0,5,38,1
108567,0,33,40,1
108570,0,5,15,1
108572,0,17,40,1
108573,0,6,39,1
108574,0,32,40,1
108575,0,15,39,1
108581,0,16,32,1
108582,0,3,8,1
108584,0,33,40,1
108586,0,4,7,1
108588,1,21,37,1
108591,0,16,39,1
108593,0,3,9,1
108594,0,1,999,1
108595,0,2,3,1
108596,0,9,7,1
108599,0,3,20,1
108601,1,0,999,1
108602,0,8,36,1
108605,4,26,40,1
108606,0,18,39,1
108607,0,9,9,1
108609,1,0,999,1
108613,0,5,9,1
108615,0,3,8,1
108616,0,2,8,1
108619,0,12,39,1
108620,0,23,40,1
108622,2,0,999,1
108627,0,3,8,1
108629,0,29,32,1
108631,0,1,7,1
108633,0,1,9,1
108634,0,4,8,1
108635,0,67,40,1
108636,0,75,40,1
108637,0,4,7,1
108638,0,14,36,1
108639,0,1,8,1
108640,2,6,7,1
108641,0,8,39,1
108644,0,2,3,1
108647,0,2,8,1
108649,0,4,9,1
108650,0,7,35,1
108651,0,6,24,1
108654,0,4,39,1
108655,1,29,40,1
108658,0,1,999,1
108659,0,3,28,1
108660,0,3,999,1
108661,0,3,8,1
108664,0,2,5,1
108667,0,3,32,1
108670,0,25,40,1
108671,0,14,7,1
108673,0,17,39,1
108674,0,4,7,1
108675,0,3,9,1
108677,0,25,38,1
108678,0,1,7,1
108680,0,3,8,1
108681,0,2,7,1
108682,0,13,39,1
108687,0,24,40,1
108688,0,1,999,1
108690,2,2,999,1
108691,0,6,36,1
108694,0,5,38,1
108697,1,1,999,1
108702,1,0,999,1
108707,0,3,8,1
108708,0,5,20,1
108710,0,3,9,1
108711,0,2,8,1
108712,0,3,8,1
108714,2,0,999,1
108716,0,14,44,1
108718,0,4,39,1
108720,0,2,26,1
108721,0,4,37,1
108722,6,0,999,1
108723,0,10,37,1
108726,4,0,999,1
108728,0,1,7,1
108731,0,5,27,1
108738,0,4,32,1
108740,0,1,3,1
108744,0,41,34,1
108745,0,2,8,1
108753,0,19,36,1
108754,2,9,24,1
108755,0,1,9,1
108756,1,0,999,1
108757,0,12,35,1
108760,0,24,37,1
108762,0,16,39,1
108764,0,2,8,1
108768,0,20,40,1
108770,0,1,7,1
108771,0,33,36,1
108778,0,8,15,1
108780,0,1,999,1
108781,0,2,999,1
108783,0,2,3,1
108786,0,14,39,1
108791,0,8,39,1
108792,0,2,9,1
108794,0,3,7,1
108797,1,0,999,1
108799,0,2,24,1
108800,0,4,9,1
108801,1,1,999,1
108803,0,19,37,1
108805,0,11,39,1
108807,0,1,8,1
108808,0,3,6,1
108810,1,0,999,1
108811,0,5,5,1
108813,0,2,9,1
108814,1,0,999,1
108818,0,5,38,1
108819,0,34,40,1
108821,0,2,3,1
108826,0,8,37,1
108827,0,15,39,1
108828,1,1,999,1
108829,0,4,7,1
108831,0,2,999,1
108832,0,2,5,1
108833,0,1,3,1
108834,0,17,24,1
108835,1,0,999,1
108836,0,11,43,1
108838,0,2,7,1
108839,0,8,39,1
108840,0,1,9,1
108841,0,7,36,1
108844,2,26,25,1
108846,0,19,38,1
108847,0,8,39,1
108849,0,6,8,1
108850,0,6,36,1
108851,0,16,37,1
108855,0,1,8,1
108856,0,38,40,1
108857,0,1,3,1
108858,0,2,9,1
108863,0,16,24,1
108864,0,1,5,1
108865,0,3,24,1
108868,0,1,9,1
108870,0,3,7,1
108877,0,25,24,1
108878,0,2,9,1
108879,0,13,39,1
108880,0,4,8,1
108881,0,4,8,1
108882,0,2,7,1
108883,2,9,7,1
108886,0,2,8,1
108889,0,2,8,1
108890,0,3,32,1
108893,0,1,32,1
108894,2,2,999,1
108895,0,9,5,1
108896,0,4,32,1
108898,0,24,40,1
108899,0,7,999,1
108901,0,13,35,1
108902,9,1,999,1
108903,2,39,40,1
108904,0,15,39,1
108905,0,7,25,1
108906,0,5,8,1
108907,0,5,37,1
108912,0,4,35,1
108917,0,3,8,1
108918,1,1,999,1
108920,1,12,9,1
108923,1,32,37,1
108925,0,27,40,1
108927,0,1,9,1
108928,0,41,40,1
108930,0,12,38,1
108931,0,3,30,1
108932,0,3,9,1
108935,0,1,7,1
108937,1,4,9,1
108938,0,3,8,1
108940,0,2,3,1
108941,0,35,40,1
108943,0,4,9,1
108945,1,1,999,1
108946,0,16,39,1
108947,0,41,37,1
108948,0,21,39,1
108949,1,0,999,1
108950,0,1,24,1
108951,0,3,8,1
108952,0,1,9,1
108954,0,13,39,1
108959,0,10,24,1
108962,0,2,3,1
108963,0,65,21,1
108967,0,13,33,1
108969,0,8,39,1
108970,0,3,8,1
108972,0,47,42,1
108975,0,1,3,1
108977,1,0,999,1
108978,0,1,8,1
108979,0,8,39,1
108980,0,16,15,1
108981,0,1,7,1
108983,0,1,8,1
108984,0,11,39,1
108985,0,6,9,1
108986,1,0,999,1
108987,0,2,8,1
108988,0,1,5,1
108989,0,2,999,1
108990,0,2,8,1
108992,0,3,5,1
108993,0,13,39,1
108994,1,19,39,1
108995,1,7,38,1
108996,0,1,999,1
108997,0,29,39,1
108999,0,2,8,1
109000,0,15,39,1
109002,0,1,24,1
109003,0,4,9,1
109005,0,1,9,1
109010,0,49,40,1
109011,2,0,999,1
109012,0,1,8,1
109013,0,6,38,1
109014,0,57,40,1
109015,1,0,999,1
109017,0,1,3,1
109018,0,3,19,1
109021,0,17,999,1
109024,0,27,40,1
109025,0,3,7,1
109026,0,7,20,1
109027,0,5,38,1
109029,0,41,44,1
109033,0,1,999,1
109034,0,1,8,1
109035,0,23,40,1
109036,0,5,35,1
109038,0,3,7,1
109039,0,19,36,1
109041,0,2,7,1
109042,0,5,39,1
109043,0,3,8,1
109044,0,2,8,1
109045,0,3,35,1
109048,0,3,6,1
109050,0,11,22,1
109051,0,1,7,1
109052,0,4,5,1
109053,0,3,8,1
109054,0,4,33,1
109056,3,0,999,1
109057,0,1,9,1
109061,0,6,9,1
109062,0,10,32,1
109063,0,5,33,1
109064,0,12,39,1
109065,0,4,7,1
109066,0,8,21,1
109073,0,2,5,1
109074,1,33,37,1
109080,0,4,8,1
109082,0,16,7,1
109083,1,0,999,1
109086,0,12,38,1
109090,0,21,6,1
109092,1,17,37,1
109093,0,15,39,1
109095,1,3,9,1
109096,0,12,36,1
109100,1,0,999,1
109101,0,2,999,1
109103,0,17,39,1
109104,0,15,43,1
109108,0,9,39,1
109117,0,18,44,1
109118,0,32,40,1
109119,0,2,9,1
109121,0,2,3,1
109122,0,4,7,1
109123,0,15,40,1
109124,0,1,21,1
109125,0,9,39,1
109126,0,7,42,1
109127,4,0,999,1
109128,0,4,20,1
109129,0,4,8,1
109131,0,2,15,1
109132,0,6,39,1
109134,0,2,9,1
109135,4,1,999,1
109138,0,47,38,1
109139,0,8,7,1
109140,0,22,32,1
109141,0,2,8,1
109144,0,16,33,1
109147,0,3,8,1
109149,0,15,999,1
109151,0,1,3,1
109152,0,9,39,1
109153,0,6,9,1
109154,0,1,8,1
109155,0,8,7,1
109157,0,10,35,1
109160,0,2,6,1
109161,0,2,3,1
109162,0,1,8,1
109163,0,2,999,1
109166,1,8,24,1
109167,0,2,9,1
109169,0,16,39,1
109170,2,0,999,1
109172,0,2,8,1
109175,0,1,7,1
109176,0,8,33,1
109177,0,1,999,1
109181,0,1,6,1
109185,0,2,7,1
109189,0,1,5,1
109194,0,1,8,1
109195,0,14,35,1
109198,0,1,9,1
109202,0,3,8,1
109204,0,8,39,1
109205,0,1,3,1
109206,0,2,9,1
109208,0,18,39,1
109210,0,4,8,1
109211,0,20,38,1
109212,0,1,8,1
109214,0,14,25,1
109216,0,11,38,1
109217,0,1,9,1
109218,0,3,5,1
109219,0,10,39,1
109220,0,4,9,1
109221,0,2,8,1
109222,0,17,41,1
109223,0,1,37,1
109224,0,1,8,1
109225,2,14,32,1
109226,0,5,38,1
109227,0,2,5,1
109229,0,20,39,1
109231,0,19,39,1
109233,0,17,40,1
109234,0,2,999,1
109235,2,1,999,1
109236,0,1,9,1
109238,0,2,8,1
109239,0,6,8,1
109242,0,17,33,1
109246,0,2,8,1
109249,0,4,9,1
109250,0,2,9,1
109252,0,1,24,1
109254,1,0,999,1
109255,0,8,39,1
109257,0,7,5,1
109258,0,3,8,1
109259,0,6,37,1
109261,0,5,36,1
109263,0,1,3,1
109264,0,7,32,1
109266,0,11,37,1
109267,0,2,9,1
109268,0,1,6,1
109273,0,1,999,1
109274,0,4,36,1
109277,0,1,999,1
109279,0,7,4,1
109280,0,1,5,1
109281,0,32,35,1
109282,1,6,21,1
109283,0,1,28,1
109289,2,0,999,1
109290,0,3,8,1
109292,0,12,36,1
109293,0,6,35,1
109294,0,4,8,1
109295,0,11,24,1
109296,0,1,9,1
109297,0,1,8,1
109299,0,20,39,1
109300,0,9,36,1
109301,0,9,25,1
109303,0,3,8,1
109305,0,4,8,1
109310,0,8,39,1
109311,0,1,999,1
109313,0,1,999,1
109314,0,4,8,1
109315,0,3,5,1
109316,0,1,9,1
109317,0,2,9,1
109319,0,4,34,1
109320,0,2,7,1
109321,0,22,39,1
109322,0,3,6,1
109327,3,0,999,1
109328,0,1,8,1
109329,0,7,36,1
109330,0,5,24,1
109333,0,2,8,1
109336,0,26,38,1
109337,0,1,8,1
109341,0,1,9,1
109344,1,0,999,1
109345,0,11,39,1
109346,0,7,26,1
109348,0,1,8,1
109349,0,5,24,1
109350,0,2,8,1
109352,1,0,999,1
109353,1,13,7,1
109354,0,6,5,1
109355,0,1,999,1
109356,0,8,24,1
109358,0,2,3,1
109359,1,0,999,1
109360,0,21,37,1
109363,0,3,8,1
109364,0,3,7,1
109365,0,14,42,1
109367,0,6,37,1
109369,0,11,39,1
109372,0,2,999,1
109373,2,0,999,1
109374,0,7,15,1
109378,0,2,8,1
109381,0,2,3,1
109383,0,5,39,1
109384,0,2,6,1
109385,1,7,43,1
109386,0,2,3,1
109387,0,3,8,1
109388,0,33,44,1
109395,0,31,40,1
109396,0,1,9,1
109398,1,0,999,1
109399,0,59,40,1
109402,0,2,3,1
109403,0,3,7,1
109404,0,16,39,1
109406,0,1,7,1
109414,0,1,3,1
109415,0,2,31,1
109419,1,14,38,1
109421,0,5,36,1
109422,0,12,24,1
109424,0,2,3,1
109425,0,2,999,1
109427,1,1,999,1
109428,0,2,5,1
109431,0,5,36,1
109432,0,22,37,1
109434,0,3,8,1
109436,0,3,9,1
109437,0,3,8,1
109438,0,6,42,1
109439,0,12,39,1
109443,0,4,7,1
109444,0,5,15,1
109446,0,2,8,1
109450,0,4,7,1
109455,0,3,8,1
109461,0,2,999,1
109462,0,2,3,1
109466,0,5,5,1
109469,0,2,3,1
109470,0,1,7,1
109471,0,22,38,1
109472,0,3,8,1
109477,0,9,35,1
109478,0,6,8,1
109479,0,2,3,1
109480,0,3,8,1
109482,0,14,37,1
109483,0,1,8,1
109484,2,27,40,1
109487,0,3,8,1
109489,0,3,9,1
109491,0,3,5,1
109493,0,12,38,1
109495,1,28,39,1
109496,2,0,999,1
109498,0,1,7,1
109499,1,3,9,1
109501,0,18,39,1
109503,0,2,8,1
109504,2,44,40,1
109505,0,4,9,1
109506,0,3,9,1
109507,0,2,999,1
109514,0,4,25,1
109515,2,0,999,1
109516,0,8,39,1
109518,0,2,999,1
109519,0,1,9,1
109520,0,1,999,1
109521,1,2,3,1
109526,0,2,9,1
109530,0,3,9,1
109531,0,6,34,1
109532,0,2,3,1
109533,0,12,27,1
109535,0,9,39,1
109537,0,1,9,1
109538,0,11,36,1
109541,1,0,999,1
109544,0,4,999,1
109550,1,0,999,1
109551,0,14,43,1
109553,0,2,8,1
109555,0,11,39,1
109556,0,8,35,1
109561,0,1,8,1
109562,0,3,8,1
109563,0,3,3,1
109565,0,4,999,1
109569,0,1,999,1
109572,0,19,39,1
109575,0,48,40,1
109577,4,0,999,1
109579,0,1,8,1
109584,0,16,26,1
109588,0,5,7,1
109589,0,2,9,1
109590,0,1,8,1
109591,0,15,35,1
109593,1,15,33,1
109594,0,2,999,1
109597,0,3,7,1
109598,0,3,7,1
109600,0,3,5,1
109602,0,9,36,1
109603,0,7,39,1
109604,0,49,38,1
109605,0,4,9,1
109606,0,33,32,1
109608,0,21,37,1
109609,0,9,35,1
109612,0,4,36,1
109613,0,13,33,1
109615,0,3,8,1
109616,0,4,36,1
109618,1,0,999,1
109622,0,23,40,1
109623,0,22,39,1
109629,0,1,999,1
109631,0,4,8,1
109635,0,2,9,1
109637,0,3,8,1
109638,0,11,26,1
109640,0,8,35,1
109641,0,3,7,1
109643,0,1,9,1
109644,0,9,37,1
109649,0,18,25,1
109650,0,7,18,1
109651,0,3,999,1
109652,0,4,20,1
109653,0,6,3,1
109655,0,4,7,1
109663,0,1,8,1
109665,0,5,29,1
109666,0,5,25,1
109667,0,1,5,1
109672,0,2,8,1
109683,0,10,33,1
109684,1,6,30,1
109687,1,0,999,1
109688,0,7,39,1
109689,0,4,8,1
109691,0,4,34,1
109693,0,1,999,1
109694,0,1,5,1
109695,1,64,38,1
109697,0,1,999,1
109700,1,0,999,1
109703,0,17,39,1
109705,0,2,8,1
109706,0,4,7,1
109708,0,2,9,1
109710,0,15,40,1
109712,0,22,33,1
109715,0,9,38,1
109716,1,1,999,1
109717,0,1,8,1
109724,0,5,20,1
109725,2,4,3,1
109727,0,4,8,1
109730,0,9,39,1
109733,0,1,999,1
109734,0,15,39,1
109735,1,0,999,1
109737,0,9,39,1
109739,1,24,39,1
109740,0,1,8,1
109741,0,14,26,1
109744,0,4,20,1
109745,1,0,999,1
109748,0,1,8,1
109749,0,8,39,1
109750,4,0,999,1
109751,0,6,35,1
109755,0,3,9,1
109756,0,10,39,1
109759,0,1,5,1
109760,0,2,31,1
109762,0,2,999,1
109765,0,2,3,1
109766,0,47,40,1
109770,0,25,40,1
109772,0,9,37,1
109774,0,12,39,1
109775,1,0,999,1
109776,0,9,39,1
109777,0,5,8,1
109783,1,0,999,1
109784,0,4,8,1
109785,0,2,3,1
109786,0,7,21,1
109787,0,2,999,1
109790,0,13,37,1
109791,0,3,8,1
109792,0,5,5,1
109794,0,17,37,1
109797,0,23,40,1
109799,0,1,9,1
109802,0,4,7,1
109803,1,1,999,1
109805,0,1,8,1
109806,0,2,24,1
109807,0,2,5,1
109808,2,3,999,1
109809,0,3,9,1
109810,0,2,3,1
109813,0,6,39,1
109818,1,15,39,1
109821,1,1,999,1
109822,0,2,6,1
109823,0,2,24,1
109824,0,5,27,1
109825,0,13,37,1
109826,0,4,39,1
109832,0,6,35,1
109835,0,16,25,1
109836,0,13,39,1
109841,0,1,8,1
109842,1,2,4,1
109844,0,1,999,1
109845,0,1,27,1
109846,0,4,28,1
109847,0,3,37,1
109849,0,1,8,1
109850,0,10,7,1
109851,0,1,999,1
109853,0,8,5,1
109855,0,24,40,1
109858,0,4,35,1
109860,0,1,24,1
109861,0,14,39,1
109862,1,0,999,1
109864,0,21,39,1
109866,0,6,34,1
109867,0,2,7,1
109868,1,0,999,1
109871,0,1,9,1
109875,0,5,9,1
109879,0,2,999,1
109882,1,3,9,1
109885,0,16,43,1
109888,0,4,999,1
109892,0,1,5,1
109893,0,2,999,1
109894,0,17,34,1
109895,0,24,37,1
109897,0,2,3,1
109900,0,3,9,1
109901,0,25,40,1
109902,0,7,37,1
109904,0,2,3,1
109905,0,1,8,1
109906,0,4,39,1
109908,0,14,38,1
109911,0,30,40,1
109912,0,1,999,1
109918,0,2,8,1
109920,0,2,8,1
109922,0,1,999,1
109923,0,1,6,1
109927,0,1,5,1
109930,0,5,9,1
109931,0,9,7,1
109936,0,10,12,1
109939,0,4,7,1
109943,0,3,9,1
109945,0,2,7,1
109947,0,12,39,1
109948,0,2,3,1
109950,0,4,9,1
109955,0,2,9,1
109957,0,8,42,1
109958,0,10,39,1
109960,0,1,5,1
109964,0,8,39,1
109965,1,68,40,1
109970,0,10,7,1
109971,0,20,32,1
109972,0,3,8,1
109976,0,8,7,1
109978,1,0,999,1
109979,0,2,8,1
109983,0,28,40,1
109986,0,3,8,1
109987,0,11,37,1
109988,0,7,42,1
109989,1,3,999,1
109991,0,10,39,1
109992,0,3,5,1
109993,0,2,5,1
109994,0,5,24,1
109996,0,2,7,1
109997,0,2,999,1
110002,0,2,8,1
110003,1,0,999,1
110007,0,8,39,1
110008,0,1,9,1
110010,0,7,35,1
110011,0,1,9,1
110021,0,4,20,1
110022,0,2,5,1
110023,0,1,8,1
110025,1,1,999,1
110026,1,4,999,1
110027,0,5,36,1
110028,0,1,999,1
110032,0,2,999,1
110034,0,2,999,1
110035,3,0,999,1
110037,0,2,37,1
110038,0,4,39,1
110042,0,2,3,1
110043,0,1,32,1
110050,0,1,999,1
110051,0,5,39,1
110052,0,8,33,1
110053,0,1,5,1
110057,0,5,9,1
110060,0,14,36,1
110062,0,1,9,1
110065,0,9,35,1
110066,0,28,44,1
110067,0,13,24,1
110068,0,6,39,1
110069,1,28,40,1
110072,0,13,39,1
110073,0,1,7,1
110075,0,12,5,1
110076,0,1,999,1
110077,5,0,999,1
110078,0,6,7,1
110082,0,24,40,1
110086,0,16,37,1
110087,0,4,7,1
110088,2,7,8,1
110090,0,4,34,1
110093,0,1,999,1
110099,0,4,3,1
110101,0,5,39,1
110102,0,2,9,1
110104,0,2,8,1
110107,0,21,38,1
110108,0,9,36,1
110112,0,2,20,1
110113,0,2,3,1
110115,0,28,37,1
110117,0,2,7,1
110120,0,14,43,1
110121,0,7,26,1
110122,0,1,7,1
110126,0,2,24,1
110129,0,2,8,1
110130,0,3,8,1
110131,0,4,24,1
110134,1,16,37,1
110138,0,2,9,1
110141,0,13,42,1
110143,0,2,24,1
110145,1,0,999,1
110149,0,2,5,1
110154,0,1,999,1
110155,1,1,999,1
110160,0,2,3,1
110162,0,8,25,1
110163,0,6,8,1
110165,0,6,29,1
110166,1,19,37,1
110169,0,19,39,1
110170,0,25,24,1
110171,0,5,38,1
110174,0,3,9,1
110175,0,4,25,1
110176,0,4,25,1
110177,0,6,27,1
110180,0,3,5,1
110182,0,2,5,1
110183,0,3,8,1
110184,0,1,8,1
110185,1,0,999,1
110188,1,0,999,1
110190,0,13,37,1
110191,1,0,999,1
110197,0,2,8,1
110199,0,3,29,1
110202,0,2,3,1
110203,0,2,9,1
110204,0,2,9,1
110205,0,3,32,1
110206,0,15,39,1
110208,0,12,39,1
110209,1,0,999,1
110210,0,2,3,1
110211,0,6,42,1
110212,0,5,8,1
110214,0,2,9,1
110215,0,3,9,1
110219,0,3,5,1
110220,0,2,8,1
110226,0,1,7,1
110227,0,2,8,1
110229,0,18,39,1
110230,0,4,5,1
110231,0,23,35,1
110232,0,20,39,1
110240,0,1,8,1
110241,0,1,8,1
110242,2,1,999,1
110243,0,5,37,1
110244,0,3,8,1
110248,0,5,5,1
110250,1,1,999,1
110252,0,14,5,1
110253,1,28,40,1
110254,0,1,9,1
110255,0,2,3,1
110261,0,3,9,1
110262,0,18,21,1
110266,0,5,7,1
110268,0,14,7,1
110269,0,6,7,1
110270,0,6,9,1
110271,0,1,8,1
110272,0,5,39,1
110273,0,2,999,1
110275,1,7,42,1
110276,0,13,5,1
110277,0,1,999,1
110280,0,33,37,1
110282,0,32,39,1
110283,2,0,999,1
110284,0,2,8,1
110287,0,1,9,1
110292,0,4,8,1
110293,0,5,8,1
110295,0,1,22,1
110296,5,0,999,1
110297,1,1,999,1
110299,0,6,9,1
110301,0,1,9,1
110303,0,6,9,1
110308,0,2,5,1
110309,0,3,8,1
110310,0,2,999,1
110311,0,4,36,1
110312,0,5,9,1
110317,0,5,8,1
110320,0,3,9,1
110324,0,32,40,1
110325,0,34,38,1
110327,0,4,6,1
110328,0,1,9,1
110329,0,4,7,1
110335,0,14,38,1
110336,0,4,39,1
110340,0,6,8,1
110342,0,53,40,1
110345,0,2,24,1
110347,0,5,38,1
110348,0,14,15,1
110350,0,9,34,1
110351,0,4,39,1
110356,0,5,38,1
110359,1,1,999,1
110360,0,3,8,1
110364,0,4,7,1
110366,0,9,42,1
110367,0,1,7,1
110369,0,2,7,1
110370,0,13,28,1
110371,0,41,40,1
110375,0,2,3,1
110377,0,2,9,1
110378,0,6,25,1
110380,0,4,7,1
110381,0,15,39,1
110384,0,9,39,1
110387,0,1,5,1
110388,2,16,39,1
110389,0,3,37,1
110392,0,4,38,1
110395,0,1,9,1
110396,0,16,24,1
110398,0,16,39,1
110400,0,2,5,1
110401,1,0,999,1
110403,0,1,999,1
110406,1,1,999,1
110407,0,2,8,1
110408,0,14,43,1
110409,0,6,8,1
110410,0,16,37,1
110412,0,1,9,1
110414,0,2,5,1
110417,0,4,7,1
110418,0,7,7,1
110419,0,30,40,1
110422,0,5,38,1
110425,0,2,7,1
110426,0,2,8,1
110430,0,3,999,1
110431,0,1,999,1
110433,0,3,8,1
110434,0,3,9,1
110436,0,1,6,1
110438,0,54,40,1
110440,0,14,33,1
110442,0,14,32,1
110444,0,1,8,1
110445,0,9,5,1
110447,0,5,37,1
110448,1,0,999,1
110451,0,8,38,1
110453,0,2,22,1
110458,0,8,38,1
110462,0,1,999,1
110463,0,1,5,1
110465,0,3,32,1
110468,0,9,34,1
110472,0,2,8,1
110473,0,1,7,1
110474,0,1,9,1
110475,0,31,40,1
110477,0,2,8,1
110482,0,1,999,1
110483,0,8,33,1
110485,0,39,40,1
110487,0,25,40,1
110488,0,13,38,1
110489,0,2,8,1
110490,0,9,39,1
110491,0,2,999,1
110492,0,5,38,1
110495,1,0,999,1
110496,0,3,9,1
110497,0,14,35,1
110499,0,4,8,1
110501,0,1,7,1
110502,0,8,39,1
110503,0,5,26,1
110504,2,0,999,1
110505,0,3,9,1
110507,0,8,38,1
110508,0,8,42,1
110510,0,9,36,1
110511,0,5,38,1
110513,0,13,39,1
110520,0,7,24,1
110522,0,2,9,1
110524,0,2,5,1
110526,0,19,39,1
110529,0,7,21,1
110530,0,61,40,1
110531,0,3,8,1
110532,0,1,9,1
110535,0,11,35,1
110536,0,12,43,1
110537,0,1,5,1
110538,0,11,39,1
110539,0,13,39,1
110540,0,3,9,1
110544,0,3,20,1
110545,0,15,35,1
110546,0,3,8,1
110548,0,4,7,1
110551,0,2,9,1
110552,0,2,8,1
110554,2,2,999,1
110555,0,1,5,1
110556,0,52,40,1
110560,0,2,8,1
110561,0,9,8,1
110565,0,1,5,1
110566,0,2,999,1
110567,0,4,5,1
110569,0,1,7,1
110571,0,1,999,1
110572,0,1,999,1
110576,0,1,5,1
110581,0,23,40,1
110584,1,6,39,1
110585,0,3,8,1
110586,0,1,9,1
110592,0,17,35,1
110595,0,5,7,1
110598,0,21,40,1
110599,0,1,8,1
110600,0,13,7,1
110602,0,3,8,1
110603,0,13,37,1
110604,0,12,39,1
110607,0,4,33,1
110608,0,15,38,1
110609,0,7,12,1
110610,0,3,8,1
110614,2,2,999,1
110616,0,14,39,1
110617,1,5,8,1
110618,0,3,9,1
110619,0,2,8,1
110624,0,1,9,1
110625,0,5,33,1
110626,0,23,39,1
110627,0,19,5,1
110628,1,7,7,1
110632,0,31,37,1
110633,0,22,38,1
110634,0,1,9,1
110637,0,17,5,1
